"Group.1","td","Ks","sm","Tsoil","Tsurf","Tair","par","sw","par.met","Tair.met","p.Kpa","t.diff","nee","et","reco"
"1",75.3333333333333,0.401111111111111,0.333555555555556,5.16896551724138,16.7655172413793,19.9571428571429,593.48275862069,316.068965517241,785.596551724138,12.9568620689655,100.713793103448,3.80865517241379,2.45981586173113,0.855327227825022,2.42057516562948
"2",32.775,0.120111111111111,0.255222222222222,2.90689655172414,14.0827586206897,19.645,546,285.862068965517,772.579310344828,12.9533103448276,100.713793103448,1.12944827586207,2.00997337644766,1.1608008430379,2.92454188339133
"3",38.7458333333333,0.0662222222222222,0.192444444444444,3.43103448275862,13.7,19.305,541.068965517241,280.344827586207,756.113793103448,12.8796896551724,100.713793103448,0.820310344827586,-0.539962180806896,1.21650597317384,2.91375335202422
