"veg","Tsoil","Tsurf","Tair","Tdiff","PAR","NEE","ET","Reco"
1.2,1.11790436241321e-07,0.229449488616069,0.99262640832444,0.0390276521392329,0.988753915476299,0.821149456050073,0.388617043697444,0.464538034206957
1.3,3.54247760133708e-05,0.148213671493686,0.968228156560982,0.0185045795420931,0.943674569875954,0.000549109596798325,0.288555723658075,0.499822897953482
2.3,0.343496123406354,0.969814456456059,0.991465068582499,0.955634033215931,0.982069263949711,0.00340910093960922,0.969210142262926,0.999651479631995
